Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Menu/Settings/Notifications/Alert/InactiveVesselEnteredSOI/Desc,Text,,Appears when an inactive vessel enters a new sphere of influence.,Apparaît lorsqu'un vaisseau inactif entre dans une nouvelle sphère d'influence.,Viene mostrata quando un veicolo inattivo entra in una nuova sfera d'influenza.,Appears when an inactive vessel enters a new sphere of influence.,Aparece cuando una nave inactiva entra en una nueva esfera de influencia.,Appears when an inactive vessel enters a new sphere of influence.,비활성화 기체가 새로운 영향권(SOI)에 진입하면 표시되는 알림입니다.,"Pojawia się, gdy nieaktywny statek wchodzi w nową strefę wpływu grawitacyjnego.","Появляется, когда неактивный аппарат входит в новую сферу притяжения.",当非活跃航天器进入新的引力范围时，会显示此提示。,Appears when an inactive vessel enters a new sphere of influence.,Appears when an inactive vessel enters a new sphere of influence.,Appears when an inactive vessel enters a new sphere of influence.,Appears when an inactive vessel enters a new sphere of influence.,Appears when an inactive vessel enters a new sphere of influence.,Appears when an inactive vessel enters a new sphere of influence.,,Localized
Menu/Settings/Notifications/Alert/TechNodeAvailable,Text,,Technology Unlocked,Technologie débloquée,Tecnologia sbloccata,Technology Unlocked,Tecnología desbloqueada,Technology Unlocked,기술 해금,Odblokowano technologię,Технология разблокирована,科技已解锁,Technology Unlocked,Technology Unlocked,Technology Unlocked,Technology Unlocked,Technology Unlocked,Technology Unlocked,,Localized
Menu/Settings/Notifications/Alert/TechNodeAvailable/Desc,Text,,Appears when a new technology node becomes available.,Apparaît lorsque qu'un nouveau nœud technologique est disponible.,Viene mostrata quando una nuova tecnologia diventa disponibile.,Appears when a new technology node becomes available.,Aparece cuando un nuevo nodo de tecnología está disponible,Appears when a new technology node becomes available.,새로운 기술 해금이 가능할 때 표시되는 알림입니다.,"Pojawia się, gdy nowa technologia staje się dostępna.","Появляется, когда становится доступен новый технологический узел.",当新科技节点解锁时，会显示此提示。,Appears when a new technology node becomes available.,Appears when a new technology node becomes available.,Appears when a new technology node becomes available.,Appears when a new technology node becomes available.,Appears when a new technology node becomes available.,Appears when a new technology node becomes available.,,Localized
Menu/Settings/Notifications/Alert/ResearchReportSubmitted,Text,,Research Submitted,Recherche soumise,Dati di ricerca inviati,Research Submitted,Investigación presentada,Research Submitted,연구 제출됨,Przesłano badania,Исследование передано,研究报告已提交,Research Submitted,Research Submitted,Research Submitted,Research Submitted,Research Submitted,Research Submitted,,Localized
Menu/Settings/Notifications/Alert/ResearchReportSubmitted/Desc,Text,,Appears when a research report is submitted.,Apparaît lorsqu'un rapport de recherche est soumis.,Viene mostrata quando viene inviato un rapporto di ricerca.,Appears when a research report is submitted.,Aparece cuando se envía un informe de investigación.,Appears when a research report is submitted.,연구가 제출되었을 때 표시됩니다.,"Pojawia się, gdy raport z badań zostanie przesłany.",Появляется при подаче исследовательского отчета.,当研究报告提交时，会显示此提示。,Appears when a research report is submitted.,Appears when a research report is submitted.,Appears when a research report is submitted.,Appears when a research report is submitted.,Appears when a research report is submitted.,Appears when a research report is submitted.,,Localized
Menu/Settings/Notifications/Alert/EVAReportsStoredOnVessel,Text,,Reports Stored on Vessel,Rapports enregistrés sur le vaisseau,Report archiviati a bordo del veicolo,Reports Stored on Vessel,Informes almacenados en la nave,Reports Stored on Vessel,기체에 보고서 저장됨,Raporty zapisane na statku,Отчеты хранящиеся на аппарате,报告已存储至航天器,Reports Stored on Vessel,Reports Stored on Vessel,Reports Stored on Vessel,Reports Stored on Vessel,Reports Stored on Vessel,Reports Stored on Vessel,,Localized
Menu/Settings/Notifications/Alert/EVAReportsStoredOnVessel/Desc,Text,,Appears when EVA reports are stored aboard the vessel.,Apparaît lorsqu'un rapport d'AEV est enregistré à bord du vaisseau.,Viene mostrata quando i report EVA vengono archiviati a bordo del veicolo.,Appears when EVA reports are stored aboard the vessel.,Aparece cuando los informes de EVA se almacenan a bordo de la nave,Appears when EVA reports are stored aboard the vessel.,기체에 EVA 보고서가 저장되었을 때 나타납니다.,"Pojawia się, gdy raporty z EVA zostaną zapisane na pokładzie statku.","Появляется, когда отчеты внекорабельной деятельности сохраняются на борту аппарата.",当EVA报告存储在航天器上时，会显示此提示。,Appears when EVA reports are stored aboard the vessel.,Appears when EVA reports are stored aboard the vessel.,Appears when EVA reports are stored aboard the vessel.,Appears when EVA reports are stored aboard the vessel.,Appears when EVA reports are stored aboard the vessel.,Appears when EVA reports are stored aboard the vessel.,,Localized
Menu/Settings/Notifications/Alert/ActionBlockedByTimeWarp,Text,,Action Blocked by Time Warp,Action empêchée par l'avance rapide,Impossibile eseguire con accelerazione temporale,Action Blocked by Time Warp,Acción bloqueada por el salto temporal,Action Blocked by Time Warp,타임 워프로 인해 차단됨,Akcja zablokowana przez przyspieszenie czasu,Действие заблокировано искажением времени.,操作被时间加速阻止,Action Blocked by Time Warp,Action Blocked by Time Warp,Action Blocked by Time Warp,Action Blocked by Time Warp,Action Blocked by Time Warp,Action Blocked by Time Warp,,Localized
Menu/Settings/Notifications/Alert/ActionBlockedByTimeWarp/Desc,Text,,Appears when an action cannot be performed while time warp is active.,Apparaît lorsqu'une action ne peut pas être réalisée sous avance rapide.,Viene mostrata quando si cerca di eseguire un'azione che non è consentita durante l'accelerazione temporale.,Appears when an action cannot be performed while time warp is active.,Aparece cuando no se puede realizar una acción mientras está activa la aceleración de tiempo,Appears when an action cannot be performed while time warp is active.,타임 워프로 인해 특정 행동이 불가능할 때 나타납니다.,"Pojawia się, gdy nie można wykonać akcji podczas aktywnego przyspieszenia czasu.","Появляется, когда действие невозможно выполнить, пока активна функция изменения течения времени.",当操作因时间加速激活而无法执行时，会显示此提示。,Appears when an action cannot be performed while time warp is active.,Appears when an action cannot be performed while time warp is active.,Appears when an action cannot be performed while time warp is active.,Appears when an action cannot be performed while time warp is active.,Appears when an action cannot be performed while time warp is active.,Appears when an action cannot be performed while time warp is active.,,Localized
Menu/Settings/Notifications/Alert/ActionBlockedByTimePaused,Text,,Action Blocked While Paused,Action bloquée en pause,Impossibile eseguire mentre il gioco è in pausa,Action Blocked While Paused,Acción bloqueada mientras está en pausa,Action Blocked While Paused,시간 정지로 인해 차단됨,Akcja zablokowana podczas pauzy,Действие заблокировано во время паузы.,操作被暂停阻止,Action Blocked While Paused,Action Blocked While Paused,Action Blocked While Paused,Action Blocked While Paused,Action Blocked While Paused,Action Blocked While Paused,,Localized
Menu/Settings/Notifications/Alert/ActionBlockedByTimePaused/Desc,Text,,Appears when an action cannot be performed while the game is paused.,Apparaît lorsqu'une action ne peut pas être réalisée quand le jeu est en pause.,Viene mostrata quando si cerca di eseguire un'azione che non è consentita mentre il gioco è in pausa.,Appears when an action cannot be performed while the game is paused.,Aparece cuando no se puede realizar una acción mientras el juego está en pausa.,Appears when an action cannot be performed while the game is paused.,시간 정지로 인해 특정 행동이 불가능할 때 나타납니다.,"Pojawia się, gdy nie można wykonać akcji, ponieważ gra jest wstrzymana.","Появляется, когда действие невозможно выполнить, пока игра находится на паузе.",当游戏暂停时操作无法执行，会显示此提示。,Appears when an action cannot be performed while the game is paused.,Appears when an action cannot be performed while the game is paused.,Appears when an action cannot be performed while the game is paused.,Appears when an action cannot be performed while the game is paused.,Appears when an action cannot be performed while the game is paused.,Appears when an action cannot be performed while the game is paused.,,Localized
Menu/Settings/Notifications/Alert/DockingReportsTransferred,Text,,Reports Transferred,Rapports transférés,Rapporti trasferiti,Reports Transferred,Informes transferidos,Reports Transferred,보고서 이전됨,Przeniesiono raporty,Отчеты переданы,报告已转移,Reports Transferred,Reports Transferred,Reports Transferred,Reports Transferred,Reports Transferred,Reports Transferred,,Localized
